MDATE ,TMAX,TMIN,RH,RAIN,Rg,ET0
5/3/1952,28.1,11.9,36.6,0,23.2,5.6
5/4/1952,31.8,14.5,35.1,0,25.6,6.4
5/5/1952,27.5,15,46.5,0,21.8,5.2
5/6/1952,29.1,13.3,37.9,0,24.8,5.9
5/7/1952,27.2,12.9,41.3,0,20.8,5.2
5/8/1952,24.8,15.9,57.7,0,16.2,4
5/9/1952,25.9,13.8,47.2,0,19.5,4.7
5/10/1952,27.1,14.3,45.5,0,22.9,5.3
5/11/1952,27.6,12.1,38.2,0,24.7,5.7
5/12/1952,29.9,12.1,33.5,0,27.1,6.3
5/13/1952,21.8,11.1,50.6,4.7,16.5,3.9
5/14/1952,20.9,12.2,57.5,5.6,17.1,3.7
5/15/1952,20.1,9,48.8,0,18.7,3.9
5/16/1952,21.1,8.8,45.3,0,21.1,4.4
5/17/1952,23.9,8.3,36.9,2.4,27.2,5.4
5/18/1952,17.1,3.9,41.4,0,22.8,4
5/19/1952,22.8,3.3,27.9,0,26.4,5.3
5/20/1952,27,8.2,30.5,0,27.9,6
5/21/1952,16.5,8.3,58.3,9.8,15.6,3.1
5/22/1952,15.6,5.9,52.4,2.4,16,3.2
5/23/1952,16.9,6,48.6,1.2,16.3,3.4
5/24/1952,18.9,8.1,49.5,0,18.5,3.8
5/25/1952,20.5,8,44.5,1.2,20.5,4.3
5/26/1952,22.3,9,42.6,0,21.8,4.7
5/27/1952,24,10.1,41.4,0.7,25.8,5.3
5/28/1952,26.9,7,28.3,0,28.5,6.1
5/29/1952,30.1,9,26.9,0,29.4,6.8
5/30/1952,30,10.1,29.1,0,29,6.7
5/31/1952,31.9,11,27.8,0,29.3,7
6/1/1952,34,12.9,28,0,30.3,7.5
6/2/1952,35.1,10.5,22.5,0,30.3,7.8
6/3/1952,36,14.6,28,0,30.1,7.8
6/4/1952,29.8,15.2,41.2,0,26.1,6.2
6/5/1952,27.7,14,43,0,26,5.9
6/6/1952,29.9,11.1,31.3,0,28,6.6
6/7/1952,33.6,13.6,29.9,0,29.3,7.3
6/8/1952,30.8,15.3,39.1,0,24.8,6.3
6/9/1952,28,17.8,53.9,6.8,21,5.1
6/10/1952,26.9,15,48.1,0,23,5.3
6/11/1952,30.2,13.1,35.1,7.1,26.9,6.5
6/12/1952,32.1,15.2,36.1,0,28.1,6.9
6/13/1952,32.5,14.9,34.6,0,27,6.8
6/14/1952,34,18.1,39,0,27.6,7.1
6/15/1952,35.9,17.6,34.1,0,29.4,7.7
6/16/1952,39.9,17.1,26.6,0,30.6,8.6
6/17/1952,37.8,20,35.7,0,29.8,8
6/18/1952,37.3,18,32.4,0,28.9,7.9
6/19/1952,39.1,21.1,35.6,0,27.6,7.9
6/20/1952,39.9,25.1,43.4,0,28.9,8.1
6/21/1952,34,21.1,47,0,25.3,6.7
6/22/1952,31.8,19.1,47,0,26.4,6.5
6/23/1952,35.9,14.8,28.5,0,29.5,7.8
6/24/1952,30.7,18.8,49.1,0,24.1,6
6/25/1952,28.9,16.1,46,0,25.4,5.9
6/26/1952,34,13,28.2,0,29.8,7.5
6/27/1952,29.9,15.2,40.9,0,25.8,6.2
6/28/1952,27.7,14.9,45.6,0,22.9,5.5
6/29/1952,29,14.8,42,0,23.2,5.8
6/30/1952,30.1,16.9,45.1,0,22,5.7
7/1/1952,32,18.7,45.4,0,24.5,6.3
7/2/1952,35,17.9,36.5,0,27.2,7.2
7/3/1952,37,20,37.3,0,28.6,7.7
7/4/1952,35.6,19.3,38.5,0,26.7,7.2
7/5/1952,35.7,20.9,42.3,0,25.5,7
7/6/1952,37.1,21.8,41.4,0,26.8,7.4
7/7/1952,37.2,21.8,41.2,0,27.6,7.5
7/8/1952,38.1,20.3,35.8,0,28.8,7.9
7/9/1952,39.9,20,31.9,0,30.2,8.4
7/10/1952,32.8,17.8,41,20.4,25.1,6.5
7/11/1952,30,18.9,51.5,0,22.4,5.6
7/12/1952,34.8,16.1,32.9,0,28.2,7.3
7/13/1952,35.9,17.8,34.5,0,28.1,7.5
7/14/1952,37,18.9,34.8,0,27.1,7.5
7/15/1952,36.9,22.4,43.4,0,25.6,7.1
7/16/1952,39.9,22.3,36.7,0,29,8.2
7/17/1952,36.9,20.3,38.2,0,27.9,7.5
7/18/1952,34,19,41.3,6.8,26.6,6.8
7/19/1952,31.9,17.1,41.2,0,22.5,6.1
7/20/1952,32.8,20.6,48.8,0,23.9,6.2
7/21/1952,32.3,17.8,42.1,0,23.8,6.2
7/22/1952,34.9,19,39.3,0,26.2,6.9
7/23/1952,36.6,19,35.8,1.9,28.3,7.5
7/24/1952,31.1,16.9,42.6,0,23.8,6
7/25/1952,30.1,17.1,45.7,3.7,21.3,5.5
7/26/1952,29,18.2,52.2,0,21.5,5.3
7/27/1952,33,14.9,33.7,0,27.3,6.8
7/28/1952,34.8,14.9,30.5,8,27.3,7.2
7/29/1952,29,18,51.5,0,20.2,5.1
7/30/1952,31.1,16.3,41,0,22.2,5.9
7/31/1952,30.9,19.1,49.5,0,21.4,5.5
8/1/1952,32.6,17.5,40.7,0,22.8,6.1
8/2/1952,34.9,20,41.8,0,25,6.7
8/3/1952,34.9,18.9,39.1,0,25.3,6.8
8/4/1952,36.7,18.9,35.4,0,26.6,7.2
8/5/1952,36.9,19,35.2,0,26.9,7.3
8/6/1952,37.2,18,32.5,0,26.2,7.3
8/7/1952,37,20.9,39.4,1.7,25.5,7
8/8/1952,33.9,20.1,44.5,0,21.9,6.1
8/9/1952,35.9,20.9,41.8,0,24.4,6.7
8/10/1952,36.9,20,37.5,0,24.5,6.9
8/11/1952,36,22.1,44.8,0,23.4,6.5
8/12/1952,36.2,20.8,40.9,0,24.3,6.7
8/13/1952,38,20.2,35.7,0,25.6,7.2
8/14/1952,39.7,20.6,33.4,0,26.4,7.6
8/15/1952,39,20,33.4,0,25.5,7.3
8/16/1952,39.7,22.2,36.9,0,25.3,7.4
8/17/1952,39.6,22.1,36.8,0,24.7,7.3
8/18/1952,33,23.3,56.9,0,19.5,5.3
8/19/1952,35.7,18.6,36.7,0,22.9,6.5
8/20/1952,35.9,21.9,44.5,0,20.1,6
8/21/1952,37.9,24.2,45.8,0,22.7,6.6
8/22/1952,34.1,22,49.4,0,19.7,5.6
8/23/1952,31.8,20.9,52.6,0,19.9,5.2
8/24/1952,37,17,30.9,0.4,24.7,6.9
8/25/1952,31.2,18.9,48.1,0,19.8,5.2
8/26/1952,30,17.2,46.3,0,18.7,5
8/27/1952,31.2,17.6,44.3,0,22,5.5
8/28/1952,34.2,14,29.7,0,23.9,6.4
8/29/1952,35,16.3,33,0,23.5,6.4
8/30/1952,38,17.3,29.8,0,24.4,6.9
8/31/1952,39.3,17.7,28.5,0,24.1,7.1
9/1/1952,33,20.4,47.7,0,17.7,5.1
9/2/1952,31,21.2,56,0,17.3,4.6
9/3/1952,35,17.2,34.9,0,21.7,6.1
9/4/1952,35.2,19.8,40.6,0,20.5,5.8
9/5/1952,33.8,20.8,46.7,0,17.7,5.2
9/6/1952,32.4,21.8,53.7,0,15.7,4.6
9/7/1952,26.8,20.8,69.7,12.3,8.1,2.7
9/8/1952,30.2,19,51.2,0,16.2,4.5
9/9/1952,29.1,17.9,50.9,0,18.5,4.6
9/10/1952,29.4,13,36.5,0,20.1,5
9/11/1952,28.9,13.8,39.6,0,16.9,4.7
9/12/1952,31.6,18,44.4,0,16.8,4.8
9/13/1952,32.2,19.8,48,0,17.5,4.9
9/14/1952,30,18.2,49.3,0.4,15.4,4.4
9/15/1952,25.3,18.2,64.8,26.1,7.1,2.6
9/16/1952,22,19,83.1,24.6,2.9,1.2
9/17/1952,22,17.1,73.8,12,3.2,1.6
9/18/1952,29.4,18.4,51.6,2,13.6,4
9/19/1952,26.8,18.8,61.6,0.6,12,3.3
9/20/1952,24,15.3,58.3,0,11.5,3.1
9/21/1952,20.8,13.4,62.6,0,8.9,2.5
9/22/1952,23,12,49.9,0,12.7,3.3
9/23/1952,20,12.5,62,8,9.9,2.5
9/24/1952,23.5,9.9,42.1,0,15.8,3.7
9/25/1952,26.1,9.9,36.1,0,14.5,4
9/26/1952,26,16.9,57.3,0.2,9.4,3.1
9/27/1952,25,17.8,64.3,1.3,8.6,2.7
9/28/1952,26.5,16,52.5,0,15.6,3.7
9/29/1952,26.2,10,36.1,0,16.4,4.1
9/30/1952,19.2,12,63,14.8,7.6,2.2
10/1/1952,25.8,11,39.5,0,14,3.8
10/2/1952,20,14.9,72.5,0.3,7.7,2
10/3/1952,21,9.6,48.1,0,12.1,3
10/4/1952,19.1,9.8,54.8,0.6,10.7,2.6
10/5/1952,22,8,40.6,0,12.3,3.2
10/6/1952,24,12.3,47.9,0,11.3,3.2
10/7/1952,24.2,13.9,52.6,0,8.8,2.9
10/8/1952,25.9,16.5,56.2,16.6,13.4,3.2
10/9/1952,14.9,10,72.5,0,4.4,1.5
10/10/1952,18.1,8.3,52.7,0,9.8,2.4
10/11/1952,21.3,8,42.4,11,11.7,3
10/12/1952,15.1,10.8,75.5,0,6.2,1.5
10/13/1952,18.6,5,40.7,0,8.2,2.7
10/14/1952,22.5,13.8,57.9,0,7.5,2.5
10/15/1952,22.2,14.3,60.9,0,10.7,2.5
10/16/1952,23,8.1,38.4,0,13.3,3.2
10/17/1952,18,9,55.6,2.2,7.8,2.2
10/18/1952,19,9.2,53,0,9.9,2.4
10/19/1952,18,7.2,49.2,0,10.8,2.4
10/20/1952,21,5.2,35.6,0,11.9,3
10/21/1952,25.9,9.9,36.5,0,11.3,3.4
10/22/1952,25.8,16,54.7,2.2,8.5,2.8
10/23/1952,26,16,54.1,0.2,9.1,2.8
10/24/1952,24.8,15.2,55.2,0,8.2,2.7
10/25/1952,26.1,15,50.4,0,8.6,2.9
10/26/1952,25,16.7,60,0,7.9,2.5
10/27/1952,20,14.3,69.7,0,6.5,1.8
10/28/1952,19.9,9.2,50.1,0,10.2,2.4
10/29/1952,21.9,6,35.6,0,12.5,2.9
10/30/1952,23,5.1,31.3,0,12.3,3.1
10/31/1952,16.8,8,56.1,3,7.8,2
11/1/1952,14,5.7,57.3,0.2,4.7,1.7
11/2/1952,14,8.2,68,0.4,4.5,1.4
11/3/1952,16.2,6.2,51.5,0,7.6,2
11/4/1952,14,6,58.5,4.6,4.5,1.7
11/5/1952,13.3,8,70.2,0,6.4,1.4
11/6/1952,17,1.2,34.4,0,9.5,2.4
11/7/1952,17,7,51.7,0,9.7,2
11/8/1952,10,1,53.5,1.7,6.8,1.5
11/9/1952,12,0.4,44.8,0,8.6,1.8
11/10/1952,10.9,0.4,48.2,0,9,1.6
11/11/1952,16.8,-3,25.6,0,11.1,2.4
11/12/1952,13.1,2.2,47.5,0,8.2,1.8
11/13/1952,10.8,1,50.7,0,8.2,1.5
11/14/1952,12,-2.2,37.1,0.4,8,1.9
11/15/1952,13,3.2,51.3,1.6,5.2,1.7
11/16/1952,8.6,6.2,84.9,7.3,0.4,0.4
11/17/1952,10,7,81.6,2.2,0.4,0.5
11/18/1952,10.9,9.1,88.6,0.3,0.4,0.4
11/19/1952,17,10,63.4,0,3.6,1.6
11/20/1952,15,10.5,74.5,6.8,4.5,1.2
11/21/1952,12.2,4.2,58,23.6,4.8,1.5
11/22/1952,15.1,4,47.4,0,6.6,1.8
11/23/1952,10.1,5,70.6,3.6,3,1.1
11/24/1952,7.9,3.2,72.1,6.7,1.7,0.8
11/25/1952,15.4,4,46.5,0,2.8,1.9
11/26/1952,19.9,14.6,71.5,0,2.1,1.4
11/27/1952,21,15.1,69,0,3.2,1.6
11/28/1952,18.9,13.8,72.3,0,4.8,1.4
11/29/1952,18.5,7,47,0,6.4,2
11/30/1952,10.3,8.1,86.2,0,0.4,0.4
12/1/1952,17,8.3,56.5,0.3,3.2,1.8
12/2/1952,18.8,12.2,65.5,0.4,3.3,1.6
12/3/1952,16.1,11.7,75.1,0.4,2.6,1.2
12/4/1952,15.9,8.7,62.3,7.5,4.5,1.5
12/5/1952,8.1,6.3,88.4,11.7,0.4,0.3
12/6/1952,8.1,5.9,86,15.3,0.6,0.4
12/7/1952,7.8,5,82.4,27.1,0.6,0.5
12/8/1952,7.1,5.2,87.7,32.5,0.4,0.3
12/9/1952,7.7,5.7,87.1,0.9,0.4,0.4
12/10/1952,8.3,6.2,86.6,2.2,1.6,0.5
12/11/1952,12,1.7,49.2,0.4,5.8,1.5
12/12/1952,12.3,1.5,47.6,0,3.6,1.6
12/13/1952,15,8.2,63.8,0,2.3,1.4
12/14/1952,15.1,10.4,73.5,3.2,2.9,1.2
12/15/1952,13.2,6.8,65.1,0,5.3,1.2
12/16/1952,8.8,0.2,54.7,3.1,5,1.2
12/17/1952,12,-1,40.5,0,5.4,1.7
12/18/1952,11.8,4.8,62.1,6.1,3.4,1.3
12/19/1952,8,4.5,78.5,0,1.6,0.7
12/20/1952,9.1,2.5,63.3,0,2.8,1.2
12/21/1952,13.3,3.1,50,0,4.8,1.6
12/22/1952,7.9,5,81.9,7,1,0.5
12/23/1952,7.1,4,80.6,0,0.9,0.5
12/24/1952,8.8,3.8,70.8,0,3,1
12/25/1952,10,0.8,52.7,0,5.5,1.3
12/26/1952,9.9,-0.7,47.6,0,5.7,1.4
12/27/1952,14.1,0,38,0,6.3,1.8
12/28/1952,14.9,5,51.5,0,4.6,1.7
12/29/1952,17.1,6.9,51,0,5.4,1.8
12/30/1952,15.9,7,55.5,0,4.6,1.6
12/31/1952,18.2,6,44.7,0,4.6,2.1
1/1/1953,13,5.2,59.1,2.2,5.1,1.4
1/2/1953,8.3,2,64.5,0,3.3,1.1
1/3/1953,10,0.9,53.1,0,5.3,1.3
1/4/1953,11,0.2,47.2,0,6.1,1.5
1/5/1953,9.3,0.3,53.3,0,5.1,1.3
1/6/1953,9.2,0.2,53.3,7.8,5.5,1.3
1/7/1953,10.2,-1,45.6,0,5.7,1.5
1/8/1953,9.8,1.4,55.8,4,5.3,1.3
1/9/1953,5.8,-0.3,64.8,0.4,2,0.9
1/10/1953,7.4,2.3,70,3,2.7,1
1/11/1953,6.3,0.8,67.8,0,2.8,1
1/12/1953,3.9,0,75.6,2.2,1.2,0.6
1/13/1953,3.1,0.8,84.8,0.3,0.5,0.3
1/14/1953,5.3,1,73.7,0.8,1.4,0.7
1/15/1953,5.1,1.9,79.8,0,0.9,0.5
1/16/1953,4.9,2.1,82,0,1.7,0.6
1/17/1953,7.9,-0.8,54.1,0,5.1,1.3
1/18/1953,7.9,-0.2,56.5,0.2,4.7,1.2
1/19/1953,5.2,0.2,70.1,0,1.9,0.8
1/20/1953,6.9,1.2,67,0,3.4,1
1/21/1953,6.3,0,64,0,3.9,1.1
1/22/1953,9,-1,49.5,0,7.6,1.4
1/23/1953,11.8,-3.5,34.1,0,9.6,1.8
1/24/1953,12,-2.6,36,0,9.7,1.8
1/25/1953,11.2,-3.2,36.3,0,8.7,1.8
1/26/1953,10,0,49.7,4.3,4.5,1.5
1/27/1953,8,5,81.3,10.3,2.3,0.7
1/28/1953,10.9,1.2,51.1,0,7.5,1.6
1/29/1953,14.5,-0.9,34.6,0,9.8,2.1
1/30/1953,12.2,1.1,46.5,0,8.2,1.7
1/31/1953,13.8,0.4,39.9,0,8.7,2
2/1/1953,14.9,2.9,44.4,1.8,10,2
2/2/1953,11,-0.9,43.6,0,9.3,1.7
2/3/1953,10,-2,43,0,9.1,1.7
2/4/1953,7.2,-2,51.9,0,8,1.4
2/5/1953,11.1,-4,34.4,0,10.1,1.9
2/6/1953,9,-0.1,52.8,0,6.5,1.5
2/7/1953,11,0.7,49,0,8.5,1.7
2/8/1953,6.5,-0.3,61.7,3.2,6.3,1.2
2/9/1953,3.1,-3,64.2,0.4,3.1,0.9
2/10/1953,8,-0.8,53.7,0.4,3.5,1.4
2/11/1953,15,5.5,53,3.5,8.6,2
2/12/1953,11.8,3,54.7,0,7,1.7
2/13/1953,8.8,2.8,66,1.6,6.2,1.3
2/14/1953,11,-1,43.3,3.4,7.9,1.9
2/15/1953,6.5,3.8,82.8,13.5,1.7,0.6
2/16/1953,11.6,1.9,51.3,0,7.6,1.8
2/17/1953,6,3,81,0,2.7,0.7
2/18/1953,9.1,-0.1,52.5,0,8.7,1.6
2/19/1953,14,-1.3,34.7,0,13.3,2.4
2/20/1953,13.8,-1.8,33.9,0,12.2,2.4
2/21/1953,12.4,2,49,0,10.5,2
2/22/1953,12,0,43.6,0,10.8,2.1
2/23/1953,18.1,0.9,31.4,0,14.7,2.9
2/24/1953,16.8,0.2,32.4,0,13.1,2.8
2/25/1953,11,4.6,64.6,0,7.5,1.6
2/26/1953,13.1,0.8,42.9,0,13.5,2.3
2/27/1953,11.9,-2.8,35.7,0,12.1,2.3
2/28/1953,12.5,2,48.7,0,10.5,2.1
3/1/1953,11.5,1.6,50.5,0,8.2,1.9
3/2/1953,12,4,58,0,10,1.9
3/3/1953,11.1,0,46.2,0,12,2.1
3/4/1953,15.3,-0.9,32.9,0,15.5,2.8
3/5/1953,16,-0.2,33.1,0,15.5,2.9
3/6/1953,11.3,0.8,48.3,0,12.2,2.1
3/7/1953,17.2,-1,28.9,0,14.9,3.1
3/8/1953,14,6,58.5,0,8.6,2
3/9/1953,6.2,4.8,90.7,7.2,1.3,0.4
3/10/1953,9.9,2.2,58.7,0,10.4,1.8
3/11/1953,7.6,-1.4,52.8,0,11.1,1.8
3/12/1953,11.5,-2.9,36.4,0,16.4,2.5
3/13/1953,8.6,-3.8,41.3,0.2,15.3,2.1
3/14/1953,8,-5,39.3,0,14.9,2.1
3/15/1953,9,-3.8,40.2,0,9.8,2
3/16/1953,10.8,4.3,64.1,0.2,8.2,1.7
3/17/1953,13.6,1.8,44.7,0,14.4,2.6
3/18/1953,12.8,0.9,44.1,0,15.2,2.6
3/19/1953,14.5,-0.7,35.2,0,17.4,3
3/20/1953,15.2,-0.3,34.6,0,18.5,3.1
3/21/1953,16.9,-1.8,27.8,0,19.7,3.4
3/22/1953,16.3,-1.2,30.2,0,19.6,3.3
3/23/1953,17.3,-1.8,27.1,0,20.3,3.5
3/24/1953,18,-1.8,25.9,0,20.8,3.7
3/25/1953,18.3,-1.9,25.3,0,20.5,3.7
3/26/1953,20.1,0.8,27.5,0,20.8,4
3/27/1953,20.1,1.1,28.1,0,20.4,4
3/28/1953,19.4,3,33.6,0,20.6,3.8
3/29/1953,20,0,26.1,0,21.6,4.1
3/30/1953,21.1,0.2,24.8,0,20.2,4.2
3/31/1953,22.6,7.6,38.1,0,20.8,4.2
4/1/1953,20.3,3.1,32,0,19.6,4
4/2/1953,20.2,6.2,40.1,0,18.8,3.8
4/3/1953,24,5.3,29.9,0,21.9,4.6
4/4/1953,23.4,5.3,31,0,21.9,4.6
4/5/1953,23,4.9,30.8,0,19.9,4.4
4/6/1953,28.8,10,31,0,23,5.4
4/7/1953,23,8,38.2,0,21.2,4.4
4/8/1953,20.2,5.4,37.9,0,15.4,3.7
4/9/1953,25,12.1,44.6,0,17.4,4.3
4/10/1953,22,12.9,56.3,0,17.9,3.7
4/11/1953,14.9,6.2,56,4.2,12.5,2.6
4/12/1953,15.3,5.3,51.2,17,16,3
4/13/1953,18,3,36.7,0,19.9,3.8
4/14/1953,15.2,4.8,49.8,9.8,13.3,2.8
4/15/1953,17,6.5,50,5.6,14.8,3.1
4/16/1953,12.2,6.8,69.5,0.6,6,1.6
4/17/1953,14,6.5,60.6,9,13.3,2.5
4/18/1953,17,3,39.1,0,20.6,3.7
4/19/1953,18.2,2.8,35.7,0,21.4,3.9
4/20/1953,20.5,4,33.7,0,22.3,4.4
4/21/1953,21.6,5.6,35.3,0,22.4,4.5
4/22/1953,20.9,6.3,38.6,0,22.3,4.4
4/23/1953,22,5,33,0,22.4,4.6
4/24/1953,19,8,48.8,4,18.4,3.7
4/25/1953,21.5,6,36.5,0,22.4,4.5
4/26/1953,22,6.8,37.4,0,21.8,4.5
4/27/1953,22,8.2,41.1,3,17.3,4.1
4/28/1953,21.6,13,58.1,0,14.3,3.4
4/29/1953,22,11.3,50.7,0,21.8,4.3
4/30/1953,20,5,37.3,0,24.2,4.5
5/1/1953,22,2.5,27.7,0,25.9,5
5/2/1953,22.1,4.1,30.8,0,22.7,4.7
5/3/1953,18,10.1,59.9,1.3,10.2,2.7
5/4/1953,15.2,11.1,76.5,4.4,4,1.3
5/5/1953,20.1,10.9,55.4,0,16.3,3.6
5/6/1953,25.1,8.8,35.5,0,22.5,5.1
5/7/1953,24.9,12.7,46.6,0,23,5
5/8/1953,15,8.6,65.5,0.6,10.2,2.3
5/9/1953,17,7,51.7,0,20.8,3.7
5/10/1953,21.1,2,28.2,0,26.1,4.9
5/11/1953,18.2,5,41.7,0,22.4,4.1
5/12/1953,20.5,4,33.7,0,23.3,4.6
5/13/1953,24.9,7.9,33.8,0,25.5,5.4
5/14/1953,23.9,9.1,39,6,24,5.1
5/15/1953,21,9.1,46.5,0,19.8,4.2
5/16/1953,24.9,9.1,36.7,0,25.8,5.4
5/17/1953,28.9,8,26.9,0,28.1,6.4
5/18/1953,27.3,10.1,34.1,0,25.7,5.8
5/19/1953,30,12.2,33.5,0,26.9,6.4
5/20/1953,26.1,13.1,44.6,0,22.9,5.2
5/21/1953,25.1,12.1,44.3,0,22.9,5.1
5/22/1953,19.1,11.1,59.8,4.1,13.6,3.2
5/23/1953,23.2,10,43.2,0,22.3,4.8
5/24/1953,23.9,10.1,41.7,0,21.1,4.8
5/25/1953,28,12.8,39.1,0,24.2,5.7
5/26/1953,30,14.5,38.9,0,26.9,6.3
5/27/1953,31.9,12.6,30.9,0,26.7,6.7
5/28/1953,30,18,48.6,0,23.2,5.7
5/29/1953,26.6,15.8,51.6,0,20.3,4.9
5/30/1953,21.6,14.3,63.2,0.4,12.5,3.2
5/31/1953,22.2,13,56,2.2,18.6,4.1
6/1/1953,16.6,10,65,13.8,12.7,2.7
6/2/1953,23.2,7.2,35.7,0,21.3,4.9
6/3/1953,24.8,14.2,51.7,0,22.4,4.9
6/4/1953,26.2,10.2,36.6,0,23.9,5.5
6/5/1953,20.2,14.3,68.9,0.6,8.2,2.5
6/6/1953,18.2,14,76.5,0.4,3.2,1.3
6/7/1953,24.3,15.3,57.2,0.2,12.6,3.6
6/8/1953,26,17.4,59.1,0.6,16,4.2
6/9/1953,26,16,54.1,0,18.5,4.6
6/10/1953,25,15,53.8,0.2,19.3,4.6
6/11/1953,23,13.2,54,1,17.4,4.1
6/12/1953,23.7,12.7,50.1,2.2,18.2,4.4
6/13/1953,29,13.8,39.4,0,24.6,6
6/14/1953,28,16,48.1,0,21.4,5.3
6/15/1953,28.5,16.1,47,0,25.8,5.9
6/16/1953,28,11.6,36.1,0,26,6
6/17/1953,30.8,13.8,35.5,0,28.4,6.7
6/18/1953,32.2,12.9,30.9,0,27.8,6.9
6/19/1953,32.3,17.5,41.4,2.2,27.5,6.8
6/20/1953,32.4,14.9,34.8,0,28,6.9
6/21/1953,32.7,16.1,37,0,26.8,6.8
6/22/1953,30.9,18,46.2,0,26.3,6.3
6/23/1953,31.9,14.1,34,0,28.3,6.9
6/24/1953,31.1,15.1,38,0,27,6.6
6/25/1953,35,15.3,30.9,0,29.7,7.6
6/26/1953,33,16,36.1,0,28.6,7.1
6/27/1953,33,15,33.9,0,28.2,7.1
6/28/1953,31.9,16.5,39.7,0,26.1,6.6
6/29/1953,31.2,17.3,43.5,0,23.9,6.1
6/30/1953,38,18.3,31.8,0,29.8,8.1
7/1/1953,32.7,18.9,44.2,0,26,6.6
7/2/1953,32.9,17,38.7,0,25.9,6.7
7/3/1953,33.9,19,41.5,0,27.3,7
7/4/1953,27.9,17,51.6,0,20.6,5.1
7/5/1953,30,15.8,42.3,0,23.9,6
7/6/1953,32,17,40.8,0.6,26.1,6.5
7/7/1953,30,16.7,44.8,1,23.3,5.9
7/8/1953,30.1,17,45.4,0,25.2,6.1
7/9/1953,33.1,14.5,32.6,0,26.9,6.9
7/10/1953,35,19.1,39.3,0,27,7.1
7/11/1953,31.8,19.1,47,0,24.5,6.2
7/12/1953,29.6,16.9,46.4,0,21.5,5.5
7/13/1953,30,17.9,48.3,0,21.9,5.6
7/14/1953,34.8,17.4,35.7,0,28.6,7.3
7/15/1953,35.1,15.8,31.8,0,28.9,7.4
7/16/1953,34,16.2,34.6,0,27.4,7.1
7/17/1953,35.2,17.9,36.1,0,27.7,7.2
7/18/1953,36.2,17.9,34.1,0,28.3,7.5
7/19/1953,42,18.2,25.5,0,30.1,8.7
7/20/1953,28.9,19.5,56.9,0,19.6,4.9
7/21/1953,29,16.1,45.7,0,23.2,5.6
7/22/1953,34.1,14.9,31.7,0,28.4,7.2
7/23/1953,35.7,14.9,29,0,28.8,7.5
7/24/1953,38.2,15.9,27,0,29,8
7/25/1953,34,18.9,41.1,0,25.7,6.7
7/26/1953,33.6,18.1,39.9,0,25.7,6.7
7/27/1953,38.1,17.7,30.4,0,27.9,7.7
7/28/1953,40.9,20.8,31.8,0,28.7,8.2
7/29/1953,36.8,20.6,39.1,0,26.5,7.2
7/30/1953,40,20,31.7,0,27.6,7.9
7/31/1953,29.9,23,66.6,0,16.3,4.3
8/1/1953,33,17.7,40.3,0,25.1,6.4
8/2/1953,36,17.1,32.8,0,26.4,7.2
8/3/1953,36.9,20.3,38.2,0,26.3,7.2
8/4/1953,26,19.6,67.9,16.5,10.2,3.1
8/5/1953,26,18.2,62.2,0,13,3.6
8/6/1953,29.9,16.9,45.6,0,22,5.5
8/7/1953,31,16,40.5,0,23.1,5.9
8/8/1953,29.9,17.1,46.2,0,21.7,5.5
8/9/1953,31.7,16,38.9,0,21.8,5.9
8/10/1953,29,20,58.4,0,16.2,4.4
8/11/1953,30.2,18,48.1,0,19.6,5.2
8/12/1953,30,18.2,49.3,0,21.4,5.3
8/13/1953,31.1,15.3,38.5,0,23,5.9
8/14/1953,31.2,17,42.6,0,22.3,5.7
8/15/1953,32.3,16.8,39.6,0,23.8,6.1
8/16/1953,33.8,16.1,34.8,0,23.9,6.4
8/17/1953,33.9,19,41.5,0,22.3,6.1
8/18/1953,31.4,20,50.9,0,17.1,4.9
8/19/1953,30.1,21,58.3,0,16.1,4.5
8/20/1953,32.6,18.7,43.8,0,21.8,5.8
8/21/1953,34.8,18,37.1,12.7,22.6,6.3
8/22/1953,30,21.1,59,0,17.9,4.6
8/23/1953,24.8,16.1,58.5,0,13.2,3.6
8/24/1953,25.8,15.2,52,0,17.6,4.3
8/25/1953,29,13,37.4,0,22.5,5.4
8/26/1953,33.2,13,29.4,0,23.8,6.2
8/27/1953,29.4,17,47.3,1.5,19.3,4.9
8/28/1953,23.3,15.7,62.4,0,8.5,2.8
8/29/1953,24,17,64.9,0,10.5,3
8/30/1953,25.9,15.1,51.4,0,16.6,4.1
8/31/1953,31,13.8,35.1,0,22.2,5.6
9/1/1953,33,15,33.9,0,22.7,5.9
9/2/1953,34,16,34.2,0,22.9,6.1
9/3/1953,35.4,16,31.6,0,23.5,6.3
9/4/1953,35.6,16,31.3,0,23.4,6.4
9/5/1953,35.1,16,32.2,0,22.4,6.2
9/6/1953,28.8,18.4,53.5,0,16.7,4.3
9/7/1953,24,15.5,59,0,15.4,3.6
9/8/1953,26,10.2,37,0,21.5,4.7
9/9/1953,29.9,7,23.7,0,22.5,5.5
9/10/1953,32,12.2,29.9,0,20.8,5.6
9/11/1953,28.9,17.7,50.9,10.8,18,4.5
9/12/1953,18.4,13.4,72.6,7.4,5.4,1.8
9/13/1953,25.2,12.2,44.3,0,15.3,4
9/14/1953,26.8,14.5,46.9,0,16.3,4.1
9/15/1953,26,14,47.6,0,16.6,4.1
9/16/1953,28.1,12.2,37.4,0.2,18.9,4.7
9/17/1953,30.2,13,34.9,0,19.3,5
9/18/1953,31,15,38,0,18.2,4.9
